SUBDIVISION,YEAR,Parameter,ANNUAL
KONKAN & GOA,1934,Actual,3272.3
KONKAN & GOA,1934,Percentage departure,10
KONKAN & GOA,1934,No. of districts,NA
KONKAN & GOA,1935,Actual,2542.7
KONKAN & GOA,1935,Percentage departure,-14.5
KONKAN & GOA,1935,No. of districts,NA
KONKAN & GOA,1936,Actual,2783.4
KONKAN & GOA,1936,Percentage departure,-6.4
KONKAN & GOA,1936,No. of districts,NA
KONKAN & GOA,1937,Actual,3192
KONKAN & GOA,1937,Percentage departure,7.3
KONKAN & GOA,1937,No. of districts,NA
KONKAN & GOA,1938,Actual,3495.5
KONKAN & GOA,1938,Percentage departure,17.5
KONKAN & GOA,1938,No. of districts,NA
KONKAN & GOA,1939,Actual,2758.6
KONKAN & GOA,1939,Percentage departure,-7.3
KONKAN & GOA,1939,No. of districts,NA
KONKAN & GOA,1940,Actual,3313.7
KONKAN & GOA,1940,Percentage departure,11.4
KONKAN & GOA,1940,No. of districts,NA
KONKAN & GOA,1941,Actual,1889.6
KONKAN & GOA,1941,Percentage departure,-36.5
KONKAN & GOA,1941,No. of districts,NA
KONKAN & GOA,1942,Actual,3279.5
KONKAN & GOA,1942,Percentage departure,10.2
KONKAN & GOA,1942,No. of districts,NA
KONKAN & GOA,1943,Actual,3251.3
KONKAN & GOA,1943,Percentage departure,9.3
KONKAN & GOA,1943,No. of districts,NA
KONKAN & GOA,1944,Actual,2952.1
KONKAN & GOA,1944,Percentage departure,-0.8
KONKAN & GOA,1944,No. of districts,NA
KONKAN & GOA,1945,Actual,3244.5
KONKAN & GOA,1945,Percentage departure,9.1
KONKAN & GOA,1945,No. of districts,NA
KONKAN & GOA,1946,Actual,3358.9
KONKAN & GOA,1946,Percentage departure,12.9
KONKAN & GOA,1946,No. of districts,NA
KONKAN & GOA,1947,Actual,3090.1
KONKAN & GOA,1947,Percentage departure,3.9
KONKAN & GOA,1947,No. of districts,NA
KONKAN & GOA,1948,Actual,3119.8
KONKAN & GOA,1948,Percentage departure,4.9
KONKAN & GOA,1948,No. of districts,NA
KONKAN & GOA,1949,Actual,3213.7
KONKAN & GOA,1949,Percentage departure,8
KONKAN & GOA,1949,No. of districts,NA
KONKAN & GOA,1950,Actual,2929.2
KONKAN & GOA,1950,Percentage departure,-1.5
KONKAN & GOA,1950,No. of districts,NA
KONKAN & GOA,1951,Actual,2849.4
KONKAN & GOA,1951,Percentage departure,-4.2
KONKAN & GOA,1951,No. of districts,NA
KONKAN & GOA,1952,Actual,2522
KONKAN & GOA,1952,Percentage departure,-15.2
KONKAN & GOA,1952,No. of districts,NA
KONKAN & GOA,1953,Actual,3327.8
KONKAN & GOA,1953,Percentage departure,11.9
KONKAN & GOA,1953,No. of districts,NA
KONKAN & GOA,1954,Actual,3790.3
KONKAN & GOA,1954,Percentage departure,27.4
KONKAN & GOA,1954,No. of districts,NA
KONKAN & GOA,1955,Actual,3897.5
KONKAN & GOA,1955,Percentage departure,31
KONKAN & GOA,1955,No. of districts,NA
KONKAN & GOA,1956,Actual,3663.7
KONKAN & GOA,1956,Percentage departure,23.2
KONKAN & GOA,1956,No. of districts,NA
KONKAN & GOA,1957,Actual,3123.5
KONKAN & GOA,1957,Percentage departure,5
KONKAN & GOA,1957,No. of districts,NA
KONKAN & GOA,1958,Actual,4000.2
KONKAN & GOA,1958,Percentage departure,34.5
KONKAN & GOA,1958,No. of districts,NA
KONKAN & GOA,1959,Actual,3588.6
KONKAN & GOA,1959,Percentage departure,20.6
KONKAN & GOA,1959,No. of districts,NA
KONKAN & GOA,1960,Actual,3027.7
KONKAN & GOA,1960,Percentage departure,1.8
KONKAN & GOA,1960,No. of districts,NA
KONKAN & GOA,1961,Actual,3921
KONKAN & GOA,1961,Percentage departure,31.8
KONKAN & GOA,1961,No. of districts,NA
KONKAN & GOA,1962,Actual,3485.1
KONKAN & GOA,1962,Percentage departure,17.2
KONKAN & GOA,1962,No. of districts,NA
KONKAN & GOA,1963,Actual,3606.8
KONKAN & GOA,1963,Percentage departure,21.2
KONKAN & GOA,1963,No. of districts,NA
KONKAN & GOA,1964,Actual,3192.7
KONKAN & GOA,1964,Percentage departure,7.3
KONKAN & GOA,1964,No. of districts,NA
KONKAN & GOA,1965,Actual,3071.5
KONKAN & GOA,1965,Percentage departure,3.3
KONKAN & GOA,1965,No. of districts,NA
KONKAN & GOA,1966,Actual,2427.5
KONKAN & GOA,1966,Percentage departure,-18.4
KONKAN & GOA,1966,No. of districts,NA
KONKAN & GOA,1967,Actual,2752.3
KONKAN & GOA,1967,Percentage departure,-7.5
KONKAN & GOA,1967,No. of districts,NA
KONKAN & GOA,1968,Actual,2359.4
KONKAN & GOA,1968,Percentage departure,-20.7
KONKAN & GOA,1968,No. of districts,NA
KONKAN & GOA,1969,Actual,3127.4
KONKAN & GOA,1969,Percentage departure,5.1
KONKAN & GOA,1969,No. of districts,NA
KONKAN & GOA,1970,Actual,3596.6
KONKAN & GOA,1970,Percentage departure,20.9
KONKAN & GOA,1970,No. of districts,NA
KONKAN & GOA,1971,Actual,2754
KONKAN & GOA,1971,Percentage departure,-7.4
KONKAN & GOA,1971,No. of districts,NA
KONKAN & GOA,1972,Actual,1873
KONKAN & GOA,1972,Percentage departure,-37
KONKAN & GOA,1972,No. of districts,NA
KONKAN & GOA,1973,Actual,2836.3
KONKAN & GOA,1973,Percentage departure,-4.7
KONKAN & GOA,1973,No. of districts,NA
KONKAN & GOA,1974,Actual,3086.7
KONKAN & GOA,1974,Percentage departure,3.8
KONKAN & GOA,1974,No. of districts,NA
KONKAN & GOA,1975,Actual,3515.4
KONKAN & GOA,1975,Percentage departure,18.2
KONKAN & GOA,1975,No. of districts,NA
KONKAN & GOA,1976,Actual,3063
KONKAN & GOA,1976,Percentage departure,3
KONKAN & GOA,1976,No. of districts,NA
KONKAN & GOA,1977,Actual,3103.3
KONKAN & GOA,1977,Percentage departure,4.3
KONKAN & GOA,1977,No. of districts,NA
KONKAN & GOA,1978,Actual,2885.6
KONKAN & GOA,1978,Percentage departure,-3
KONKAN & GOA,1978,No. of districts,NA
KONKAN & GOA,1979,Actual,2509.2
KONKAN & GOA,1979,Percentage departure,-15.7
KONKAN & GOA,1979,No. of districts,NA
KONKAN & GOA,1980,Actual,2724.3
KONKAN & GOA,1980,Percentage departure,-8.4
KONKAN & GOA,1980,No. of districts,NA
KONKAN & GOA,1981,Actual,3124.7
KONKAN & GOA,1981,Percentage departure,5
KONKAN & GOA,1981,No. of districts,NA
KONKAN & GOA,1982,Actual,2698.9
KONKAN & GOA,1982,Percentage departure,-9.3
KONKAN & GOA,1982,No. of districts,NA
KONKAN & GOA,1983,Actual,3814.5
KONKAN & GOA,1983,Percentage departure,28.2
KONKAN & GOA,1983,No. of districts,NA
KONKAN & GOA,1984,Actual,2583.6
KONKAN & GOA,1984,Percentage departure,-13.2
KONKAN & GOA,1984,No. of districts,NA
KONKAN & GOA,1985,Actual,2968.5
KONKAN & GOA,1985,Percentage departure,-0.2
KONKAN & GOA,1985,No. of districts,NA
KONKAN & GOA,1986,Actual,2127.7
KONKAN & GOA,1986,Percentage departure,-28.5
KONKAN & GOA,1986,No. of districts,NA
KONKAN & GOA,1987,Actual,2635
KONKAN & GOA,1987,Percentage departure,-11.4
KONKAN & GOA,1987,No. of districts,NA
KONKAN & GOA,1988,Actual,3293
KONKAN & GOA,1988,Percentage departure,10.7
KONKAN & GOA,1988,No. of districts,NA
KONKAN & GOA,1989,Actual,2771.5
KONKAN & GOA,1989,Percentage departure,-6.8
KONKAN & GOA,1989,No. of districts,NA
KONKAN & GOA,1990,Actual,3568
KONKAN & GOA,1990,Percentage departure,19.9
KONKAN & GOA,1990,No. of districts,NA
KONKAN & GOA,1991,Actual,2954.6
KONKAN & GOA,1991,Percentage departure,-0.7
KONKAN & GOA,1991,No. of districts,NA
KONKAN & GOA,1992,Actual,2840.4
KONKAN & GOA,1992,Percentage departure,-4.5
KONKAN & GOA,1992,No. of districts,NA
KONKAN & GOA,1993,Actual,3480.9
KONKAN & GOA,1993,Percentage departure,17
KONKAN & GOA,1993,No. of districts,NA
KONKAN & GOA,1994,Actual,3179.8
KONKAN & GOA,1994,Percentage departure,6.9
KONKAN & GOA,1994,No. of districts,NA
KONKAN & GOA,1995,Actual,2766
KONKAN & GOA,1995,Percentage departure,-7
KONKAN & GOA,1995,No. of districts,NA
KONKAN & GOA,1996,Actual,2920.7
KONKAN & GOA,1996,Percentage departure,-1.8
KONKAN & GOA,1996,No. of districts,NA
KONKAN & GOA,1997,Actual,3027.2
KONKAN & GOA,1997,Percentage departure,1.8
KONKAN & GOA,1997,No. of districts,NA
KONKAN & GOA,1998,Actual,3234.7
KONKAN & GOA,1998,Percentage departure,8.7
KONKAN & GOA,1998,No. of districts,NA
KONKAN & GOA,1999,Actual,2912.1
KONKAN & GOA,1999,Percentage departure,-2.1
KONKAN & GOA,1999,No. of districts,NA
KONKAN & GOA,2000,Actual,3133.2
KONKAN & GOA,2000,Percentage departure,5.3
KONKAN & GOA,2000,No. of districts,NA
KONKAN & GOA,2001,Actual,2395.4
KONKAN & GOA,2001,Percentage departure,-19.5
KONKAN & GOA,2001,No. of districts,NA
KONKAN & GOA,2002,Actual,2537.2
KONKAN & GOA,2002,Percentage departure,-14.7
KONKAN & GOA,2002,No. of districts,NA
KONKAN & GOA,2003,Actual,2842.3
KONKAN & GOA,2003,Percentage departure,-4.5
KONKAN & GOA,2003,No. of districts,NA
KONKAN & GOA,2004,Actual,2985.9
KONKAN & GOA,2004,Percentage departure,0.4
KONKAN & GOA,2004,No. of districts,NA
KONKAN & GOA,2005,Actual,3615.7
KONKAN & GOA,2005,Percentage departure,21.5
KONKAN & GOA,2005,No. of districts,NA
KONKAN & GOA,2006,Actual,3482.2
KONKAN & GOA,2006,Percentage departure,17.1
KONKAN & GOA,2006,No. of districts,NA
KONKAN & GOA,2007,Actual,3468.5
KONKAN & GOA,2007,Percentage departure,16.6
KONKAN & GOA,2007,No. of districts,NA
KONKAN & GOA,2008,Actual,3053.1
KONKAN & GOA,2008,Percentage departure,2.6
KONKAN & GOA,2008,No. of districts,NA
KONKAN & GOA,2009,Actual,2716.6
KONKAN & GOA,2009,Percentage departure,-8.7
KONKAN & GOA,2009,No. of districts,NA
KONKAN & GOA,2010,Actual,3778.1
KONKAN & GOA,2010,Percentage departure,27
KONKAN & GOA,2010,No. of districts,NA
KONKAN & GOA,2011,Actual,3825.2
KONKAN & GOA,2011,Percentage departure,28.6
KONKAN & GOA,2011,No. of districts,NA
KONKAN & GOA,2012,Actual,3018.4
KONKAN & GOA,2012,Percentage departure,1.5
KONKAN & GOA,2012,No. of districts,NA
KONKAN & GOA,2013,Actual,3524
KONKAN & GOA,2013,Percentage departure,18.5
KONKAN & GOA,2013,No. of districts,NA
KONKAN & GOA,2014,Actual,2757.5
KONKAN & GOA,2014,Percentage departure,-7.3
KONKAN & GOA,2014,No. of districts,NA
KONKAN & GOA,2015,Actual,2082
KONKAN & GOA,2015,Percentage departure,-30
KONKAN & GOA,2015,No. of districts,NA
LAKSHADWEEP,1901,Mean,1605.5
LAKSHADWEEP,1901,Standard deviation,275
LAKSHADWEEP,1901,Coefficient of variation,17.1
LAKSHADWEEP,1901,Actual,1459.2
LAKSHADWEEP,1901,Percentage departure,-9.1
LAKSHADWEEP,1901,No. of districts,NA
LAKSHADWEEP,1902,Actual,2158.8
LAKSHADWEEP,1902,Percentage departure,34.5
LAKSHADWEEP,1902,No. of districts,NA
LAKSHADWEEP,1903,Actual,NA
LAKSHADWEEP,1903,Percentage departure,NA
LAKSHADWEEP,1903,No. of districts,NA
LAKSHADWEEP,1904,Actual,1176.9
LAKSHADWEEP,1904,Percentage departure,-26.7
LAKSHADWEEP,1904,No. of districts,NA
LAKSHADWEEP,1905,Actual,1574.9
LAKSHADWEEP,1905,Percentage departure,-1.9
LAKSHADWEEP,1905,No. of districts,NA
LAKSHADWEEP,1906,Actual,1811.6
LAKSHADWEEP,1906,Percentage departure,12.8
LAKSHADWEEP,1906,No. of districts,NA
LAKSHADWEEP,1907,Actual,1458.8
LAKSHADWEEP,1907,Percentage departure,-9.1
LAKSHADWEEP,1907,No. of districts,NA
LAKSHADWEEP,1908,Actual,1959.1
LAKSHADWEEP,1908,Percentage departure,22
LAKSHADWEEP,1908,No. of districts,NA
LAKSHADWEEP,1909,Actual,1463.5
LAKSHADWEEP,1909,Percentage departure,-8.8
LAKSHADWEEP,1909,No. of districts,NA
LAKSHADWEEP,1910,Actual,1849.2
LAKSHADWEEP,1910,Percentage departure,15.2
LAKSHADWEEP,1910,No. of districts,NA
LAKSHADWEEP,1911,Actual,1687.7
LAKSHADWEEP,1911,Percentage departure,5.1
LAKSHADWEEP,1911,No. of districts,NA
LAKSHADWEEP,1912,Actual,1654.9
LAKSHADWEEP,1912,Percentage departure,3.1
LAKSHADWEEP,1912,No. of districts,NA
LAKSHADWEEP,1913,Actual,1518.5
LAKSHADWEEP,1913,Percentage departure,-5.4
LAKSHADWEEP,1913,No. of districts,NA
LAKSHADWEEP,1914,Actual,2034
LAKSHADWEEP,1914,Percentage departure,26.7
LAKSHADWEEP,1914,No. of districts,NA
LAKSHADWEEP,1915,Actual,1545.5
LAKSHADWEEP,1915,Percentage departure,-3.7
LAKSHADWEEP,1915,No. of districts,NA
LAKSHADWEEP,1916,Actual,1398.5
LAKSHADWEEP,1916,Percentage departure,-12.9
LAKSHADWEEP,1916,No. of districts,NA
LAKSHADWEEP,1917,Actual,NA
LAKSHADWEEP,1917,Percentage departure,NA
LAKSHADWEEP,1917,No. of districts,NA
LAKSHADWEEP,1919,Actual,1926.5
LAKSHADWEEP,1919,Percentage departure,20
LAKSHADWEEP,1919,No. of districts,NA
LAKSHADWEEP,1920,Actual,NA
LAKSHADWEEP,1920,Percentage departure,NA
LAKSHADWEEP,1920,No. of districts,NA
LAKSHADWEEP,1921,Actual,NA
LAKSHADWEEP,1921,Percentage departure,NA
LAKSHADWEEP,1921,No. of districts,NA
LAKSHADWEEP,1922,Actual,1928.5
LAKSHADWEEP,1922,Percentage departure,20.1
LAKSHADWEEP,1922,No. of districts,NA
LAKSHADWEEP,1923,Actual,1572.2
LAKSHADWEEP,1923,Percentage departure,-2.1
LAKSHADWEEP,1923,No. of districts,NA
LAKSHADWEEP,1924,Actual,1972
LAKSHADWEEP,1924,Percentage departure,22.8
LAKSHADWEEP,1924,No. of districts,NA
LAKSHADWEEP,1925,Actual,1676.9
LAKSHADWEEP,1925,Percentage departure,4.5
LAKSHADWEEP,1925,No. of districts,NA
LAKSHADWEEP,1926,Actual,1836.2
LAKSHADWEEP,1926,Percentage departure,14.4
LAKSHADWEEP,1926,No. of districts,NA
LAKSHADWEEP,1927,Actual,NA
LAKSHADWEEP,1927,Percentage departure,NA
LAKSHADWEEP,1927,No. of districts,NA
LAKSHADWEEP,1928,Actual,NA
LAKSHADWEEP,1928,Percentage departure,NA
LAKSHADWEEP,1928,No. of districts,NA
LAKSHADWEEP,1929,Actual,NA
LAKSHADWEEP,1929,Percentage departure,NA
LAKSHADWEEP,1929,No. of districts,NA
LAKSHADWEEP,1930,Actual,1258.4
LAKSHADWEEP,1930,Percentage departure,-21.6
LAKSHADWEEP,1930,No. of districts,NA
LAKSHADWEEP,1931,Actual,NA
LAKSHADWEEP,1931,Percentage departure,NA
LAKSHADWEEP,1931,No. of districts,NA
LAKSHADWEEP,1932,Actual,1893.7
LAKSHADWEEP,1932,Percentage departure,18
LAKSHADWEEP,1932,No. of districts,NA
LAKSHADWEEP,1933,Actual,2314.1
LAKSHADWEEP,1933,Percentage departure,44.1
LAKSHADWEEP,1933,No. of districts,NA
LAKSHADWEEP,1934,Actual,1087.9
LAKSHADWEEP,1934,Percentage departure,-32.2
LAKSHADWEEP,1934,No. of districts,NA
LAKSHADWEEP,1935,Actual,1529.2
LAKSHADWEEP,1935,Percentage departure,-4.7
LAKSHADWEEP,1935,No. of districts,NA
LAKSHADWEEP,1936,Actual,1744.1
LAKSHADWEEP,1936,Percentage departure,8.6
LAKSHADWEEP,1936,No. of districts,NA
LAKSHADWEEP,1937,Actual,1443.6
LAKSHADWEEP,1937,Percentage departure,-10.1
LAKSHADWEEP,1937,No. of districts,NA
LAKSHADWEEP,1938,Actual,1547.6
LAKSHADWEEP,1938,Percentage departure,-3.6
LAKSHADWEEP,1938,No. of districts,NA
LAKSHADWEEP,1939,Actual,1207.3
LAKSHADWEEP,1939,Percentage departure,-24.8
LAKSHADWEEP,1939,No. of districts,NA
LAKSHADWEEP,1940,Actual,1406.7
LAKSHADWEEP,1940,Percentage departure,-12.4
LAKSHADWEEP,1940,No. of districts,NA
LAKSHADWEEP,1941,Actual,1163.4
LAKSHADWEEP,1941,Percentage departure,-27.5
LAKSHADWEEP,1941,No. of districts,NA
LAKSHADWEEP,1942,Actual,1786.2
LAKSHADWEEP,1942,Percentage departure,11.3
LAKSHADWEEP,1942,No. of districts,NA
LAKSHADWEEP,1943,Actual,NA
LAKSHADWEEP,1943,Percentage departure,NA
LAKSHADWEEP,1943,No. of districts,NA
LAKSHADWEEP,1944,Actual,1668.1
LAKSHADWEEP,1944,Percentage departure,3.9
LAKSHADWEEP,1944,No. of districts,NA
LAKSHADWEEP,1945,Actual,1321.3
LAKSHADWEEP,1945,Percentage departure,-17.7
LAKSHADWEEP,1945,No. of districts,NA
LAKSHADWEEP,1946,Actual,NA
LAKSHADWEEP,1946,Percentage departure,NA
LAKSHADWEEP,1946,No. of districts,NA
LAKSHADWEEP,1947,Actual,1755.9
LAKSHADWEEP,1947,Percentage departure,9.4
LAKSHADWEEP,1947,No. of districts,NA
LAKSHADWEEP,1948,Actual,1325.3
LAKSHADWEEP,1948,Percentage departure,-17.4
LAKSHADWEEP,1948,No. of districts,NA
LAKSHADWEEP,1949,Actual,NA
LAKSHADWEEP,1949,Percentage departure,NA
LAKSHADWEEP,1949,No. of districts,NA
LAKSHADWEEP,1950,Actual,1494.1
LAKSHADWEEP,1950,Percentage departure,-6.9
LAKSHADWEEP,1950,No. of districts,NA
LAKSHADWEEP,1951,Actual,1715.3
LAKSHADWEEP,1951,Percentage departure,6.8
LAKSHADWEEP,1951,No. of districts,NA
LAKSHADWEEP,1952,Actual,1124.5
LAKSHADWEEP,1952,Percentage departure,-30
LAKSHADWEEP,1952,No. of districts,NA
LAKSHADWEEP,1953,Actual,1606.2
LAKSHADWEEP,1953,Percentage departure,0
LAKSHADWEEP,1953,No. of districts,NA
LAKSHADWEEP,1954,Actual,1555.5
LAKSHADWEEP,1954,Percentage departure,-3.1
LAKSHADWEEP,1954,No. of districts,NA
LAKSHADWEEP,1955,Actual,1548.3
LAKSHADWEEP,1955,Percentage departure,-3.6
LAKSHADWEEP,1955,No. of districts,NA
LAKSHADWEEP,1956,Actual,1287.4
LAKSHADWEEP,1956,Percentage departure,-19.8
LAKSHADWEEP,1956,No. of districts,NA
LAKSHADWEEP,1957,Actual,1347.2
LAKSHADWEEP,1957,Percentage departure,-16.1
LAKSHADWEEP,1957,No. of districts,NA
LAKSHADWEEP,1958,Actual,992.6
LAKSHADWEEP,1958,Percentage departure,-38.2
LAKSHADWEEP,1958,No. of districts,NA
LAKSHADWEEP,1959,Actual,1583.6
LAKSHADWEEP,1959,Percentage departure,-1.4
LAKSHADWEEP,1959,No. of districts,NA
LAKSHADWEEP,1960,Actual,1901.8
LAKSHADWEEP,1960,Percentage departure,18.5
LAKSHADWEEP,1960,No. of districts,NA
LAKSHADWEEP,1961,Actual,2235.3
LAKSHADWEEP,1961,Percentage departure,39.2
LAKSHADWEEP,1961,No. of districts,NA
LAKSHADWEEP,1962,Actual,1586.6
LAKSHADWEEP,1962,Percentage departure,-1.2
LAKSHADWEEP,1962,No. of districts,NA
LAKSHADWEEP,1963,Actual,1902.1
LAKSHADWEEP,1963,Percentage departure,18.5
LAKSHADWEEP,1963,No. of districts,NA
LAKSHADWEEP,1964,Actual,1651.7
LAKSHADWEEP,1964,Percentage departure,2.9
LAKSHADWEEP,1964,No. of districts,NA
LAKSHADWEEP,1965,Actual,1405.9
LAKSHADWEEP,1965,Percentage departure,-12.4
LAKSHADWEEP,1965,No. of districts,NA
LAKSHADWEEP,1966,Actual,1741.5
LAKSHADWEEP,1966,Percentage departure,8.5
LAKSHADWEEP,1966,No. of districts,NA
LAKSHADWEEP,1967,Actual,1287.3
LAKSHADWEEP,1967,Percentage departure,-19.8
LAKSHADWEEP,1967,No. of districts,NA
LAKSHADWEEP,1968,Actual,1344.4
LAKSHADWEEP,1968,Percentage departure,-16.3
LAKSHADWEEP,1968,No. of districts,NA
LAKSHADWEEP,1969,Actual,1416.1
LAKSHADWEEP,1969,Percentage departure,-11.8
LAKSHADWEEP,1969,No. of districts,NA
LAKSHADWEEP,1970,Actual,1783
LAKSHADWEEP,1970,Percentage departure,11.1
LAKSHADWEEP,1970,No. of districts,NA
LAKSHADWEEP,1971,Actual,1901.4
LAKSHADWEEP,1971,Percentage departure,18.4
LAKSHADWEEP,1971,No. of districts,NA
LAKSHADWEEP,1972,Actual,1287.6
LAKSHADWEEP,1972,Percentage departure,-19.8
LAKSHADWEEP,1972,No. of districts,NA
LAKSHADWEEP,1973,Actual,1557.4
LAKSHADWEEP,1973,Percentage departure,-3
LAKSHADWEEP,1973,No. of districts,NA
LAKSHADWEEP,1974,Actual,1511.3
LAKSHADWEEP,1974,Percentage departure,-5.9
LAKSHADWEEP,1974,No. of districts,NA
LAKSHADWEEP,1975,Actual,1890.5
LAKSHADWEEP,1975,Percentage departure,17.8
LAKSHADWEEP,1975,No. of districts,NA
LAKSHADWEEP,1976,Actual,1502.1
LAKSHADWEEP,1976,Percentage departure,-6.4
LAKSHADWEEP,1976,No. of districts,NA
LAKSHADWEEP,1977,Actual,1848.2
LAKSHADWEEP,1977,Percentage departure,15.1
LAKSHADWEEP,1977,No. of districts,NA
LAKSHADWEEP,1978,Actual,1967.4
LAKSHADWEEP,1978,Percentage departure,22.5
LAKSHADWEEP,1978,No. of districts,NA
LAKSHADWEEP,1979,Actual,1825.4
LAKSHADWEEP,1979,Percentage departure,13.7
LAKSHADWEEP,1979,No. of districts,NA
LAKSHADWEEP,1980,Actual,1211.7
LAKSHADWEEP,1980,Percentage departure,-24.5
LAKSHADWEEP,1980,No. of districts,NA
LAKSHADWEEP,1981,Actual,1617.4
LAKSHADWEEP,1981,Percentage departure,0.7
LAKSHADWEEP,1981,No. of districts,NA
LAKSHADWEEP,1982,Actual,1392
LAKSHADWEEP,1982,Percentage departure,-13.3
LAKSHADWEEP,1982,No. of districts,NA
LAKSHADWEEP,1983,Actual,1403.2
LAKSHADWEEP,1983,Percentage departure,-12.6
LAKSHADWEEP,1983,No. of districts,NA
LAKSHADWEEP,1984,Actual,1591.6
LAKSHADWEEP,1984,Percentage departure,-0.9
LAKSHADWEEP,1984,No. of districts,NA
LAKSHADWEEP,1985,Actual,1303.4
LAKSHADWEEP,1985,Percentage departure,-18.8
LAKSHADWEEP,1985,No. of districts,NA
LAKSHADWEEP,1986,Actual,1465.9
LAKSHADWEEP,1986,Percentage departure,-8.7
LAKSHADWEEP,1986,No. of districts,NA
LAKSHADWEEP,1987,Actual,1288.6
LAKSHADWEEP,1987,Percentage departure,-19.7
LAKSHADWEEP,1987,No. of districts,NA
LAKSHADWEEP,1988,Actual,1450.8
LAKSHADWEEP,1988,Percentage departure,-9.6
LAKSHADWEEP,1988,No. of districts,NA
LAKSHADWEEP,1989,Actual,1714.4
LAKSHADWEEP,1989,Percentage departure,6.8
LAKSHADWEEP,1989,No. of districts,NA
LAKSHADWEEP,1990,Actual,1310.5
LAKSHADWEEP,1990,Percentage departure,-18.4
LAKSHADWEEP,1990,No. of districts,NA
LAKSHADWEEP,1991,Actual,1583
LAKSHADWEEP,1991,Percentage departure,-1.4
LAKSHADWEEP,1991,No. of districts,NA
LAKSHADWEEP,1992,Actual,1534.9
LAKSHADWEEP,1992,Percentage departure,-4.4
LAKSHADWEEP,1992,No. of districts,NA
LAKSHADWEEP,1993,Actual,1449.7
LAKSHADWEEP,1993,Percentage departure,-9.7
LAKSHADWEEP,1993,No. of districts,NA
LAKSHADWEEP,1994,Actual,1547.1
LAKSHADWEEP,1994,Percentage departure,-3.6
LAKSHADWEEP,1994,No. of districts,NA
LAKSHADWEEP,1995,Actual,2030.9
LAKSHADWEEP,1995,Percentage departure,26.5
LAKSHADWEEP,1995,No. of districts,NA
LAKSHADWEEP,1996,Actual,1606
LAKSHADWEEP,1996,Percentage departure,0
LAKSHADWEEP,1996,No. of districts,NA
LAKSHADWEEP,1997,Actual,1764.7
LAKSHADWEEP,1997,Percentage departure,9.9
LAKSHADWEEP,1997,No. of districts,NA
LAKSHADWEEP,1998,Actual,1986.9
LAKSHADWEEP,1998,Percentage departure,23.8
LAKSHADWEEP,1998,No. of districts,NA
LAKSHADWEEP,1999,Actual,1857.3
LAKSHADWEEP,1999,Percentage departure,15.7
LAKSHADWEEP,1999,No. of districts,NA
LAKSHADWEEP,2000,Actual,1372.1
LAKSHADWEEP,2000,Percentage departure,-14.5
LAKSHADWEEP,2000,No. of districts,NA
LAKSHADWEEP,2001,Actual,1380.6
LAKSHADWEEP,2001,Percentage departure,-14
LAKSHADWEEP,2001,No. of districts,NA
LAKSHADWEEP,2002,Actual,1033.5
LAKSHADWEEP,2002,Percentage departure,-35.6
LAKSHADWEEP,2002,No. of districts,NA
LAKSHADWEEP,2003,Actual,1532.9
LAKSHADWEEP,2003,Percentage departure,-4.5
LAKSHADWEEP,2003,No. of districts,NA
LAKSHADWEEP,2004,Actual,1553.2
LAKSHADWEEP,2004,Percentage departure,-3.3
LAKSHADWEEP,2004,No. of districts,NA
LAKSHADWEEP,2005,Actual,1575.4
LAKSHADWEEP,2005,Percentage departure,-1.9
